"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Daniel Cabrera","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".282",".352",".635",".279","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014452"
"Eddinson Paulino","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".261",".321",".582",".258","59","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009538"
"Robbie Tenerowicz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".299",".359",".658",".293","89","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738999"
"William Hancock","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".250",".281",".532",".240","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006854"
"Xavier Fernández","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".294",".371",".665",".293","89","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737922"
"AJ Graffanino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".277",".306",".583",".261","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008030"
"Pat Valaika","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".268",".334",".602",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","14885"
"Yusniel Diaz","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".289",".352",".641",".284","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","18905"
"Moises Ballesteros","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".248",".285",".533",".239","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015713"
"Nick Plummer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".307",".373",".680",".302","95","","0.0","0.0","","0.0","0.0","0.0","","999.0","18690"
"Bryce Teodosio","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".260",".328",".588",".261","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3016916"
"Kody Hoese","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".258",".330",".587",".259","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010021"
"Phillip Evans","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".296",".343",".639",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","12950"
"Greyson Jenista","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".275",".374",".649",".285","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007044"
"Alex De Jesus","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".269",".309",".578",".259","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008842"
"Chandler Seagle","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".244",".278",".522",".234","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003969"
"Erik González","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".278",".322",".600",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","13369"
"Errol Robinson","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".279",".281",".560",".255","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857819"
"Tyler Hardman","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".246",".343",".589",".258","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3016955"
"Christin Stewart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".292",".382",".675",".297","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","17714"
"Andrew Romine","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".280",".312",".592",".264","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","1159"
"Reivaj Garcia","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".269",".319",".588",".260","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006900"
"Matt Hearn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".280",".295",".575",".258","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918523"
"Simon Whiteman","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".284",".278",".562",".257","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169809"
"Sócrates Brito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".286",".372",".658",".289","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","12944"
"Todd Lott","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".268",".362",".629",".276","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918408"
"Madison Stokes","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".259",".335",".594",".263","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008076"
"Marco Hernández","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".274",".339",".613",".269","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","13154"
"Thomas Dillard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".303",".353",".656",".291","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011308"
"Cole Daily","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".275",".283",".559",".252","58","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006713"
"Oliver Dunn","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".296",".339",".635",".282","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010595"
"Jordy Mercer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".275",".329",".604",".268","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","6547"
"JT Riddle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".253",".339",".592",".259","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","17642"
"Jayce Easley","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".282",".279",".561",".257","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007057"
"Ben Ruta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".288",".339",".626",".279","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918694"
"Damon Keith","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".282",".344",".626",".278","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017179"
"Angelo Castellano","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".268",".296",".564",".253","59","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657521"
"Juan Zabala","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".249",".267",".516",".233","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa913717"
"Ike Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".275",".301",".576",".260","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010167"
"Kurt Suzuki","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".291",".353",".643",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","8259"
"Michael Sandle","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".261",".323",".584",".258","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017048"
"Alexander Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".248",".342",".590",".259","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002696"
"Chris Chinea","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".285",".381",".665",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827344"
"Carlos De La Cruz","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".277",".398",".675",".294","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006903"
"Jake Hoover","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".272",".308",".580",".259","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010280"
"Alsander Womack","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".309",".580",".260","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3018214"
"Daniel Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".365",".638",".281","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","19643"
"Miguel Aparicio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".362",".635",".279","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917275"
"Willy Yahn","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".256",".332",".588",".258","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915589"
"Norel Gonzalez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".295",".391",".685",".298","94","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014819"
"Aaron Sabato","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".282",".371",".653",".288","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014494"
"Nate Nolan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".233",".302",".535",".238","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918101"
"Ian Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".294",".326",".620",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","15156"
"Kale Emshoff","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".245",".297",".542",".242","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014934"
"Jameson Fisher","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".296",".361",".657",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658576"
"Ramiro Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".286",".341",".627",".279","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917287"
"Osvaldo Duarte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".264",".319",".583",".259","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828299"
"Austin Beck","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".264",".355",".619",".271","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004055"
"Leobaldo Cabrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".278",".356",".635",".279","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872551"
"Carson Williams","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".235",".308",".543",".240","58","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017795"
"Dawel Lugo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".273",".334",".607",".267","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","14713"
"Riley Delgado","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".287",".302",".589",".263","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004934"
"K.J. Harrison","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".282",".381",".663",".290","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829382"
"Mikey Perez","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".261",".308",".569",".254","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017901"
"Jose Peroza","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".262",".301",".563",".251","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003288"
"Axel Andueza","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".257",".283",".540",".240","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002712"
"Tyler Ladendorf","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".263",".328",".591",".261","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","3211"
"Matt Lloyd","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".289",".398",".687",".301","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169978"
"Anthony Vilar","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".249",".261",".510",".232","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017660"
"Danny Edgeworth","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".262",".317",".579",".258","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002880"
"Kevin Alcantara","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".256",".331",".587",".258","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008752"
"Jeremy Vasquez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".297",".335",".632",".282","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915673"
"Jake Suddleson","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".292",".369",".661",".292","94","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014828"
"Adrian Del Castillo","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".247",".289",".537",".240","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016957"
"Victor Labrada","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".261",".297",".558",".250","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015062"
"Joseph Odom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".252",".293",".545",".244","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","15535"
"Jared Young","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".296",".391",".687",".300","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","20404"
"Abiatal Avelino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".290",".355",".645",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","15496"
"Evan Edwards","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".280",".354",".634",".282","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009866"
"Luis Trevino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".248",".279",".527",".237","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009893"
"Yorman Rodriguez","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".284",".367",".651",".285","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872817"
"Franklin Barreto","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".256",".340",".596",".263","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","15519"
"Jackson Cluff","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".261",".299",".560",".250","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010342"
"Logan Forsythe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".294",".303",".597",".270","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","7185"
"Trey Amburgey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".272",".372",".644",".282","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","18425"
"Joe Dunand","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".271",".329",".600",".267","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","19727"
"Craig Dedelow","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".267",".363",".630",".278","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918840"
"Connor Hoover","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".259",".297",".556",".250","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004061"
"Santiago Chávez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".243",".278",".521",".234","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657706"
"Ethan Paul","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".278",".292",".570",".258","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011423"
"Kevin Made","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".254",".303",".557",".248","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014679"
"Edwin Arroyo","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".256",".330",".586",".258","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017626"
"Chris Williams","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".280",".369",".649",".287","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007028"
"Ty Duvall","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".249",".248",".496",".229","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014880"
"Max Muncy","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".242",".292",".534",".239","57","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017290"
"Luis Liberato","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".289",".380",".669",".294","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","17307"
"Khris Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".285",".407",".692",".302","95","","0.0","0.0","","0.0","0.0","0.0","","999.0","9112"
"Joe Panik","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".289",".303",".593",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","11936"
"Freuddy Batista","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".228",".286",".513",".228","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002866"
"Wes Clarke","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".295",".357",".652",".290","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017045"
"Aaron Shackelford","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".275",".391",".666",".290","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169950"
